Key,English,Thai
UI_RESTATR2_DESC,Do you wish to apply the Random Special Option upgrade to the following item?\n(%s),Do you wish to apply the Random Special Option upgrade to the following item?\n(%s)
UI_ITEM_UPGRADE_PUT,Please input an item which you want to upgrade.,กรุณาใส่ไอเท็มที่คุณต้องการอัพเกรด
UI_MATERIAL_ITEM_PUT,Please input a material item first.,กรุณาใส่รายการวัสดุก่อน
UI_ELEMENT_UPGRADE_ERROR_ITEM,This item cannot be used.,ไอเท็มนี้ไม่สามารถใช้ได้
UI_ULTIMATE_UPGRADE_UNSAFE,Without Scroll of XProtect you will lose the item in case of failure.,หากไม่มี Scroll of XProtect คุณจะสูญเสียไอเทมทันที ในกรณีที่ล้มเหลว
UI_MATERIAL_NAME,%s x%d,%s x%d
UI_MATERIAL_NAME_PLACEHOLDER,Material,วัสดุ
UI_PROTECTION_SCROLL_PLACEHOLDER,Protection Scroll,Protection Scroll
UI_ULTIMATE_PREFIX,[Ultimate],[Ultimate]
UI_TOOLTIP_DST_LAST_STAND,Last Stand Chance,Last Stand Chance
UI_TOOLTIP_DST_RIP_REFLEX,Riposte Reflex Chance,Riposte Reflex Chance
UI_TOOLTIP_DST_PRANK_ESCAPE,Prankster's Escape Chance,Prankster's Escape Chance
UI_TOOLTIP_DST_HEAL_GRACE,Healing Grace Chance,Healing Grace Chance
UI_TOOLTIP_DST_SPIRITUAL_CHARGE,Spiritual Overcharge Chance,Spiritual Overcharge Chance
UI_TOOLTIP_DST_AURABURST,Aura Burst Chance,Aura Burst Chance
UI_TOOLTIP_DST_WATERBOMB,Waterbomb,ระเบิดน้ำ
UI_TOOLTIP_DST_SLOW_RATE,Dmg Slow Rate,Dmg Slow Rate
UI_TOOLTIP_DST_ARCANE,Arcane Insight Chance,Arcane Insight Chance
UI_MSGBOX_DISMANTLE,Dismantle,ย่อย
UI_PLAYERHOUSINGBUY_TITLE,Select house template,เลือกรูปแบบบ้าน
UI_PLAYERHOUSINGBUY_INFO,Select a template for your house. \n\n#b#cffff0000Changing your house template will remove all decorations from your current house! Make sure it is saved in a preset if you wish to keep it for the future.#nc#nb,เลือกรูปแบบสำหรับบ้านของคุณ \n\n#b#cffff0000การเปลี่ยนรูปแบบบ้านจะยกเลิกการตกแต่งทั้งหมดจากบ้านปัจจุบันของคุณ! อย่าลืมบันทึกรูปแบบนี้เป็นอีก Preset หากคุณต้องการเก็บไว้ใช้ในอนาคต#nc#nb
UI_PLAYERHOUSINGBUY_CONFIRM,Select template,เลือกรูปแบบ
UI_PLAYERHOUSINGBUY_MSGBOX_INFO,"Are you sure you want to select this template? \n\n#bNote:#nb If you already own a house, it will change the template, but all the decorative models you had placed will be removed!",คุณแน่ใจหรือไม่ว่าต้องการเลือกรูปแบบนี้? \n\n#bหมายเหตุ:#nb หากคุณเป็นเจ้าของบ้านอยู่แล้ว รูปแบบจะเปลี่ยนไป แต่โมเดลตกแต่งทั้งหมดที่คุณวางไว้จะถูกลบออก!
UI_PLAYERHOUSINGVISIT_TITLE,Visit houses,Visit houses
UI_PLAYERHOUSINGVISIT_INFO,"In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here.","In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here."
UI_MESSENGER_MENU_HOUSINGVISIT_ALLOW,Allow to visit your house,อนุญาตให้เข้าเยี่ยมชมบ้านของคุณ
UI_MESSENGER_MENU_HOUSINGVISIT_DENY,Deny visit to your house,ปฏิเสธการขอเยี่ยมชมบ้าน
UI_GACHA_DESC_HOUSING,You will unlock all the models below to decorate your house.,คุณจะปลดล็อคโมเดลทั้งหมดด้านล่างเพื่อตกแต่งบ้านของคุณ
UI_PLAYERHOUSINGVISIT_CONFIRM,Visit house,เยี่ยมชมบ้าน
UI_HOUSINGSETUP_OBJECTSLIST,Objects list,รายการสิ่งของ
UI_HOUSINGSETUP_EDITIONMODE,Toggle editing,เปิด/ปิด การแก้ไข
UI_HOUSINGSETUP_RESET,Remove all objects,ย้ายของทั้งหมดออก
UI_HOUSINGSETUP_RESET_MSGBOX_INFO,Are you sure you want to reset your house objects? #bYou will still be able to place your objects back#nb,คุณแน่ใจว่าต้องการรีเซ็ตของในบ้านของคุณใช่ไหม #bคุณยังคงวางของกลับคืนได้#nb
UI_HOUSINGSETUP_PLACE_CONFIRM,Place item,วางไอเท็ม
UI_HOUSINGSETUP_PLACE_INFO,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.,เลือกโมเดลตกแต่งที่คุณต้องการใช้และคลิกวาง จากนั้นทำตามคำแนะนำ:  \n\n- คลิกซ้ายเพื่อวาง\n- ล้อเลื่อนของเมาส์เพื่อหมุน\n- กดล้อเลื่อนของเมาส์และกดเมาส์ซ้าย/ขวาเพื่อเปลี่ยนขนาด
UI_TOOLTIP_HOUSENPC,Place that house NPC to get the following bonuses:,วาง NPC เพื่อรับโบนัสดังต่อไปนี้:
UI_HOUSINGSETUP_OBJECTS,Objects,วัตถุ
UI_HOUSINGSETUP_NPCS,NPCs,NPCs
UI_HOUSINGSETUP_FILTER_HDR,Filter,ตัวกรอง
UI_HOUSINGSETUP_FILTER_HDR_ALL,All,ทั้งหมด
UI_HOUSINGSETUP_FILTER_TREE,Trees,ต้นไม้
UI_HOUSINGSETUP_FILTER_OTHER,Other,อื่นๆ
UI_GUILDHOUSINGBIDS_INFO,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.
UI_GUILDHOUSINGBIDS_HDR,Guilds' bids,การเสนอราคากิลด์
UI_GUILDHOUSINGBIDS_PLACE,Place Bid,เสนอราคา
UI_GUILDHOUSINGBIDS_MSGBOX_INFO,Enter the amount you wish to bid. #b#uYour guild bank must have enough penya to cover the bid.#nu#nb,ระบุจำนวนเงินที่คุณต้องการประมูล #b#uธนาคารกิลด์ของคุณต้องมี Penya มากพอตามมูลค่าการประมูล #nu#nb
UI_GUILDHOUSINGBIDS_EMPTY,There's currently no bids for that house.,บ้านหลังนี้ยังไม่มีการเสนอราคา
UI_MAP_SHIP_TELEPORT,Teleport to ship,เทเลพอร์ตไปยังเรือ
UI_MAP_SHIP_TOOLTIP_OWNED,Ship owned by guild [%s],เรือที่กิลด์ [%s] เป็นเจ้าของ
UI_GUILD_TAB_HOUSING,Housing,Housing
UI_GUILD_TAB_HOUSING_NEXTARTIFACTHDR,Next artifact placement in:,การวางอาร์ติแฟกต์ครั้งต่อไป:
UI_GUILD_TAB_HOUSING_PLACEARTIFACTHDR,Time left to select artifact position:,เวลาที่เหลือในการวางอาร์ติแฟกต์:
UI_GUILD_TAB_HOUSING_TELEPORT,Teleport to ship,เทเลพอร์ตไปยังเรือ
UI_GUILD_TAB_HOUSING_BONUSESHDR,Current House Bonuses,โบนัสจากบ้านในปัจจุบัน
UI_GUILDHOUSINGARTIFACT_MSGBOX_INFO,Are you sure you want your guild's artifact to spawn here? #b#cffff0000Note: A %s penya fee will be taken from your guild's bank.#nc#nb,คุณแน่ใจหรือไม่ว่าต้องการให้อาร์ติแฟกต์ของกิลด์ของคุณปรากฏที่นี่ #b#cffff0000หมายเหตุ: จะมีการหักค่าธรรมเนียม Penya %s ออกจากธนาคารกิลด์ของคุณ #nc#nb
UI_GUILD_POWER_GUILDHOUSE,Guild House Management,บริหารจัดการบ้านกิลด์
UI_MAP_GHARTIFACT_TOOLTIP,A Guild House artifact is somewhere here...,อาร์ติแฟกต์กิลด์บ้านกิลด์อยู่ตรงไหนซักแห่ง
UI_GUILD_TAB_HOUSING_NOOWNED,Your guild does not own an house.,กิลด์ของคุณไม่ได้เป็นเจ้าของบ้าน
UI_GUILD_TAB_HOUSING_INFO,"If your guild owns a guild house, every other Saturday, your guild will need to place an Artifact, which costs #b#u%s penyas#nu#nb, at a selected position from a defined list. \n\nIf your guild doesn't have a guild house, you can register for the next artifact battle for #b#u%s penyas#nu#nb and have a chance to obtain a guild house!\nYou can only apply/cancel an hour before the battle start.\n\n\nOnce placed, your guild will be required to defend it on the PK channel from other players, or you will lose ownership of the house. \n\nIf you successfully defend it, you will receive #bspecial rewards and a percentage of the fee#nb will be refunded.",หากกิลด์ของคุณเป็นเจ้าของบ้านกิลด์ ทุกๆ วันเสาร์เว้นเสาร์ กิลด์ของคุณจะต้องวางอาร์ติแฟกต์ซึ่งมีค่าใช้จ่าย #b#u%s Penyas#nu#nb ในตำแหน่งที่เลือกได้จากรายการ \n\nหากกิลด์ของคุณไม่มีบ้านกิลด์ คุณสามารถลงทะเบียนศึกอาร์ติแฟกต์ครั้งต่อไปได้ในราคา #b#u%s penyas#nu#nb และมีโอกาสได้รับบ้านกิลด์!\nคุณสามารถสมัคร/ยกเลิกได้เพียงหนึ่งชั่วโมงก่อนการต่อสู้จะเริ่มต้น\n\n\nเมื่อวางแล้ว กิลด์ของคุณจะต้องป้องกันบน Channel PK จากผู้เล่นคนอื่น มิฉะนั้น คุณจะสูญเสียการเป็นเจ้าของบ้าน \n\nหากคุณป้องกันสำเร็จ คุณจะได้รับ #bรางวัลพิเศษ และค่าธรรมเนียม#nb จะถูกคืนเป็นเปอร์เซ็นต์
UI_HOUSINGSETUP_PRESETS,Presets,Presets
UI_HOUSINGSETUP_MANAGE,Management,บริหารจัดการ
UI_HOUSINGPRESET_INFO,You can manage housing presets for this world on this page. Click on a preset to preview object/NPC placements. \n\n#b#uNote:#nb#nu Applying a preset will remove all current decorations/NPCs. Only the NPCs you placed will be added to the preset list. Some models/NPCs that were part of an expired pack may not be placed when applying the preset.,คุณสามารถจัดการ Preset บ้าน ได้ในหน้านี้ คลิกที่ Preset เพื่อดูตัวอย่างการวางวัตถุ/NPC  \n\n#b#uหมายเหตุ:#nb#nu การใช้ Preset จะลบการตกแต่ง/NPC ปัจจุบันทั้งหมด เฉพาะ NPC ที่คุณวางไว้เท่านั้นที่จะถูกเพิ่มลงในรายการ Preset โมเดล/NPC บางรุ่นที่เป็นส่วนหนึ่งของแพ็คที่หมดอายุอาจไม่ได้วางไว้เมื่อใช้ Preset
UI_HOUSINGPRESET_HDR,Preset List,รายการ Preset
UI_HOUSINGPRESET_NEW,New,สร้างใหม่
UI_HOUSINGPRESET_DELETE,Delete,ลบ
UI_HOUSINGPRESET_APPLY,Apply,ยืนยัน
UI_HOUSINGPRESETS_MSGBOX_INFO,Preset Name,ชื่อ Preset
UI_HOUSINGPRESETS_ERROR_NAME,You have to set a name.,คุณต้องตั้งชื่อ
UI_HOUSINGPRESETS_ERROR_NAME_INVALID,The name you set for the preset is incorrect!,ชื่อที่คุณตั้งไว้สำหรับ Preset ไม่ถูกต้อง!
UI_UPGRADE_GENERALTAB,General Upgrade,อัพเกรดทั่วไป
UI_UPGRADE_ELEMENTTAB,Element Upgrade,อัพเกรดธาตุ
UI_UPGRADE_PIERCINGTAB,Piercing,เจาะ
UI_GUILD_TAB_HOUSING_VISITS,Allow external visitors,อนุญาตให้ผู้เยี่ยมชมจากภายนอก
UI_HOUSINGSETUP_FILTER_CHAIR,Chair,เก้าอี้
UI_HOUSINGSETUP_FILTER_SOFA,Sofa,โซฟา
UI_HOUSINGSETUP_FILTER_LIGHT,Light,แสง
UI_HOUSINGSETUP_FILTER_DESK,Desk,โต๊ะทำงาน
UI_HOUSINGSETUP_FILTER_TABLE,Table,โต๊ะ
UI_HOUSINGSETUP_FILTER_DRAWER,Drawer,ลิ้นชัก
UI_HOUSINGSETUP_FILTER_BED,Bed,เตียง
UI_HOUSINGSETUP_FILTER_PLANT,Plant,ต้นไม้
UI_HOUSINGSETUP_FILTER_CLOSET,Closet,ตู้เสื้อผ้า
UI_HOUSINGSETUP_FILTER_BATH,Bath,อ่างอาบน้ำ
